codigoProducto,nombreProducto,tipoProducto,codigoEstablecimiento,nombreEstablecimiento,tipoEstablecimiento,disponible,fecha,periodicidad,nombreRegion,codigoRegion,nombreDistrito,codigoDistrito,codigoEstablecimientoSaa,tipoIngreso,fechaUltimoMovimiento,fechaDistribucion,mapa,id
"2114","ACETATO DE MEDROXIPROGESTERONA","MEDICAMENTO","394","H.D.- MINGA GUAZÚ","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","ALTO PARANA","10","MINGA GUAZU","011","10011201","DONACION","1439711340000","","false","11828253",
"2114","ACETATO DE MEDROXIPROGESTERONA","MEDICAMENTO","937","PEDRO JUAN CABALLERO","HOSPITAL REGIONAL","SI","1445911209000","DIARIA","AMAMBAY","13","PEDRO JUAN CABALLERO","001","13001101","ADQUISICION","1414574394100","","false","11832728",
"2114","ACETATO DE MEDROXIPROGESTERONA","MEDICAMENTO","507","HMI- SAN PABLO","HOSPITAL MATERNO INFANTIL","SI","1445911209000","DIARIA","CAPITAL","18","ASUNCION","030","18030204","ADQUISICION","1445586417000","1445858015000","false","11829802",
"2114","ACETATO DE MEDROXIPROGESTERONA","MEDICAMENTO","984","H.R. - SAN JUAN BAUTISTA","HOSPITAL REGIONAL","SI","1445911209000","DIARIA","MISIONES","08","SAN JUAN BAUTISTA","001","08001101","ADQUISICION","1438457672000","","false","11833111",
"2114","ACETATO DE MEDROXIPROGESTERONA","MEDICAMENTO","499","","","SI","1445911209000","DIARIA","","","SANTA RITA","","","DONACION","1445501706000","","false","11829680",
"2114","ACETATO DE MEDROXIPROGESTERONA","MEDICAMENTO","865","H.D. - EUSEBIO AYALA","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","CORDILLERA","03","EUSEBIO AYALA","007","03007203","DONACION","1443099114000","","false","11832485",
"2114","ACETATO DE MEDROXIPROGESTERONA","MEDICAMENTO","499","","","SI","1445911209000","DIARIA","","","SANTA RITA","","","ADQUISICION","1436775625000","","false","11829679",
"2114","ACETATO DE MEDROXIPROGESTERONA","MEDICAMENTO","984","H.R. - SAN JUAN BAUTISTA","HOSPITAL REGIONAL","SI","1445911209000","DIARIA","MISIONES","08","SAN JUAN BAUTISTA","001","08001101","DONACION","1444609027100","","false","11833112",
"2114","ACETATO DE MEDROXIPROGESTERONA","MEDICAMENTO","394","H.D.- MINGA GUAZÚ","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","ALTO PARANA","10","MINGA GUAZU","011","10011201","ADQUISICION","1445855220000","","false","11828252",
"2114","ACETATO DE MEDROXIPROGESTERONA","MEDICAMENTO","866","H.D. - ALTOS","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","CORDILLERA","03","ALTOS","002","03002211","DONACION","1445848924000","","false","11832606",
"2114","ACETATO DE MEDROXIPROGESTERONA","MEDICAMENTO","495","","","SI","1445911209000","DIARIA","","","CIUDAD DEL ESTE","","","DONACION","1444992316200","","false","11829126",
"2114","ACETATO DE MEDROXIPROGESTERONA","MEDICAMENTO","274","H.D.- VILLA ELISA","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","CENTRAL","11","VILLA ELISA","015","11015228","ADQUISICION","1445593734700","","false","11826219",
"2114","ACETATO DE MEDROXIPROGESTERONA","MEDICAMENTO","34","H.D.- SAN ESTANISLAO","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","SAN PEDRO SUR","02","SAN ESTANISLAO","008","02008201","ADQUISICION","1444897397000","","false","11824168",
"2114","ACETATO DE MEDROXIPROGESTERONA","MEDICAMENTO","319","CARMEN DEL PARANA","CENTRO DE SALUD","SI","1445911209000","DIARIA","ITAPUA","07","CARMEN DEL PARANA","007","07007202","DONACION","1445528460000","","false","11826695",
"2114","ACETATO DE MEDROXIPROGESTERONA","MEDICAMENTO","94","H.D. - GRAL. AQUINO","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","SAN PEDRO SUR","02","GRAL. AQUINO - SPS","022","02022204","ADQUISICION","1445354105000","","false","11824656",
"2114","ACETATO DE MEDROXIPROGESTERONA","MEDICAMENTO","345","H.D. - NATALIO","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","ITAPUA","07","NATALIO","010","07010207","ADQUISICION","","","false","11827410",
"2116","ACETAZOLAMIDA","MEDICAMENTO","672","HOSPITAL NEUROSIQUIÁTRICO","HOSPITAL ESPECIALIZADO","SI","1445911209000","DIARIA","CAPITAL","18","ASUNCION","030","18030247","ADQUISICION","1445266104000","","false","11830487",
"2116","ACETAZOLAMIDA","MEDICAMENTO","35","H.R.- CAAZAPA","HOSPITAL REGIONAL","SI","1445911209000","DIARIA","CAAZAPA","06","CAAZAPA","001","06001101","ADQUISICION","1435307034000","","false","11824342",
"2116","ACETAZOLAMIDA","MEDICAMENTO","246","H.R. - LUQUE","HOSPITAL REGIONAL","SI","1445911209000","DIARIA","CENTRAL","11","LUQUE","009","11009225","ADQUISICION","","","false","11825531",
"2117","ACICLOVIR","MEDICAMENTO","387","H.R.- PARAGUARI","HOSPITAL REGIONAL","SI","1445911209000","DIARIA","PARAGUARI","09","PARAGUARI","001","09001101","ADQUISICION","1445769806000","","false","11827888",
"2117","ACICLOVIR","MEDICAMENTO","224","H.D. - ITA","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","CENTRAL","11","ITA","005","11005221","ADQUISICION","1445878614000","","false","11825165",
"2117","ACICLOVIR","MEDICAMENTO","677","HMI- SANTISIMA TRINIDAD","HOSPITAL MATERNO INFANTIL","SI","1445911209000","DIARIA","CAPITAL","18","ASUNCION","030","18030203","ADQUISICION","1445869479000","1445592087010","false","11831406",
"2117","ACICLOVIR","MEDICAMENTO","274","H.D.- VILLA ELISA","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","CENTRAL","11","VILLA ELISA","015","11015228","ADQUISICION","1445905014000","","false","11826220",
"2117","ACICLOVIR","MEDICAMENTO","498","","","SI","1445911209000","DIARIA","","","PRESIDENTE FRANCO","","","ADQUISICION","1445866492100","","false","11829508",
"2117","ACICLOVIR","MEDICAMENTO","35","H.R.- CAAZAPA","HOSPITAL REGIONAL","SI","1445911209000","DIARIA","CAAZAPA","06","CAAZAPA","001","06001101","ADQUISICION","1445875630000","","false","11824343",
"2117","ACICLOVIR","MEDICAMENTO","509","CENTRO NACIONAL DEL QUEMADO","CENTRO ESPECIALIZADO","SI","1445911209000","DIARIA","CAPITAL","18","ASUNCION","030","18030225","DONACION","1445522362000","","false","11830025",
"2117","ACICLOVIR","MEDICAMENTO","94","H.D. - GRAL. AQUINO","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","SAN PEDRO SUR","02","GRAL. AQUINO - SPS","022","02022204","ADQUISICION","1444918916200","","false","11824657",
"2117","ACICLOVIR","MEDICAMENTO","418","H.D. - ALBERDI","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","ÑEEMBUCU","12","ALBERDI","002","12002227","ADQUISICION","1444729076000","","false","11828980",
"2117","ACICLOVIR","MEDICAMENTO","236","H.D.- LAMBARE","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","CENTRAL","11","LAMBARE","007","11007205","ADQUISICION","1444130858000","","false","11825315",
"2117","ACICLOVIR","MEDICAMENTO","512","","","SI","1445911209000","DIARIA","","","VILLARRICA","","","ADQUISICION","1445894710100","","false","11830270",
"2117","ACICLOVIR","MEDICAMENTO","319","CARMEN DEL PARANA","CENTRO DE SALUD","SI","1445911209000","DIARIA","ITAPUA","07","CARMEN DEL PARANA","007","07007202","ADQUISICION","1445530624000","","false","11826696",
"2117","ACICLOVIR","MEDICAMENTO","507","HMI- SAN PABLO","HOSPITAL MATERNO INFANTIL","SI","1445911209000","DIARIA","CAPITAL","18","ASUNCION","030","18030204","ADQUISICION","1445909016000","1444391989020","false","11829803",
"2117","ACICLOVIR","MEDICAMENTO","325","HOSPITAL NACIONAL","HOSPITAL ESPECIALIZADO","SI","1445911209000","DIARIA","CENTRAL","11","ITAUGUA","006","11006245","ADQUISICION","1445872497000","1445251015000","false","11826827",
"2117","ACICLOVIR","MEDICAMENTO","674","SANATORIO JUAN MAX BOETTNER","HOSPITAL ESPECIALIZADO","SI","1445911209000","DIARIA","CAPITAL","18","ASUNCION","030","18030213","ADQUISICION","1445853758100","1444066682000","false","11830820",
"2117","ACICLOVIR","MEDICAMENTO","246","H.R. - LUQUE","HOSPITAL REGIONAL","SI","1445911209000","DIARIA","CENTRAL","11","LUQUE","009","11009225","ADQUISICION","1445895714300","1444899831000","false","11825532",
"2117","ACICLOVIR","MEDICAMENTO","675","HOSPITAL DEL INDIGENA","HOSPITAL ESPECIALIZADO","SI","1445911209000","DIARIA","CENTRAL","11","LIMPIO","008","11008240","ADQUISICION","1435663635000","1444646300000","false","11831034",
"2117","ACICLOVIR","MEDICAMENTO","31","H.D.- YUTY","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","CAAZAPA","06","YUTY","010","06010208","ADQUISICION","1443685053500","","false","11824054",
"2117","ACICLOVIR","MEDICAMENTO","417","H.R.- PILAR","HOSPITAL REGIONAL","SI","1445911209000","DIARIA","ÑEEMBUCU","12","PILAR","001","12001101","ADQUISICION","1445671439000","","false","11828792",
"2117","ACICLOVIR","MEDICAMENTO","331","FRAM","CENTRO DE SALUD","SI","1445911209000","DIARIA","ITAPUA","07","COLONIA FRAM","011","07011210","ADQUISICION","1445528326000","","false","11827132",
"2117","ACICLOVIR","MEDICAMENTO","817","H.D. - TOBATI","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","CORDILLERA","03","TOBATI","018","03018209","ADQUISICION","1445672056100","","false","11831827",
"2117","ACICLOVIR","MEDICAMENTO","337","HOHENAU CENTRO","HOSPITAL MATERNO INFANTIL","SI","1445911209000","DIARIA","ITAPUA","07","HOHENAU","014","07014311","ADQUISICION","1444822174000","","false","11827281",
"2117","ACICLOVIR","MEDICAMENTO","409","H.D.- CAAGUAZU","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","CAAGUAZU","05","CAAGUAZU","002","05002201","ADQUISICION","1445848887000","","false","11828600",
"2117","ACICLOVIR","MEDICAMENTO","253","HMI - M. R. ALONSO","HOSPITAL MATERNO INFANTIL","SI","1445911209000","DIARIA","CENTRAL","11","MARIANO ROQUE ALONSO","010","11010236","ADQUISICION","1445897826200","1445009918000","false","11825807",
"2117","ACICLOVIR","MEDICAMENTO","681","HOSPITAL GENERAL PEDIÁTRICO ACOSTA ÑU","HOSPITAL ESPECIALIZADO","SI","1445911209000","DIARIA","CENTRAL","11","SAN LORENZO","014","11014972","ADQUISICION","1445861074000","","false","11831615",
"2117","ACICLOVIR","MEDICAMENTO","345","H.D. - NATALIO","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","ITAPUA","07","NATALIO","010","07010207","ADQUISICION","1440583495000","","false","11827411",
"2117","ACICLOVIR","MEDICAMENTO","396","H.R. CORONEL OVIEDO","HOSPITAL REGIONAL","SI","1445911209000","DIARIA","CAAGUAZU","05","CORONEL  OVIEDO","001","05001101","ADQUISICION","1444204026200","","false","11828393",
"2117","ACICLOVIR","MEDICAMENTO","358","SAN PEDRO DEL PARANÁ","CENTRO DE SALUD","SI","1445911209000","DIARIA","ITAPUA","07","SAN PEDRO DEL PARANA","020","07020206","ADQUISICION","1445423303200","","false","11827556",
"2117","ACICLOVIR","MEDICAMENTO","372","","","SI","1445911209000","DIARIA","","","TOMÁS ROMERO PEREIRA","","","ADQUISICION","1444896135000","","false","11827721",
"2117","ACICLOVIR","MEDICAMENTO","34","H.D.- SAN ESTANISLAO","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","SAN PEDRO SUR","02","SAN ESTANISLAO","008","02008201","ADQUISICION","1445514418000","","false","11824169",
"2117","ACICLOVIR","MEDICAMENTO","823","ARROYOS Y ESTEROS","CENTRO DE SALUD","SI","1445911209000","DIARIA","CORDILLERA","03","ARROYOS Y ESTEROS","003","03003201","ADQUISICION","1445883191000","","false","11831953",
"2117","ACICLOVIR","MEDICAMENTO","57","H.D.- SAN JUAN NEPOMUCENO","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","CAAZAPA","06","SAN JUAN NEPOMUCENO","007","06007206","ADQUISICION","1445337498400","","false","11824507",
"2117","ACICLOVIR","MEDICAMENTO","844","H.D.-REPATRIACION","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","CAAGUAZU","05","REPATRIACION","007","05007206","ADQUISICION","1445864423300","","false","11832068",
"2117","ACICLOVIR","MEDICAMENTO","205","HMI - CAPIATA","HOSPITAL MATERNO INFANTIL","SI","1445911209000","DIARIA","CENTRAL","11","CAPIATA","002","11002222","ADQUISICION","1445885843100","","false","11824995",
"2117","ACICLOVIR","MEDICAMENTO","392","H.R- CAACUPÉ","HOSPITAL REGIONAL","SI","1445911209000","DIARIA","CORDILLERA","03","CAACUPE","001","03001101","ADQUISICION","1445854838000","","false","11828069",
"2117","ACICLOVIR","MEDICAMENTO","260","H.D. - ÑEMBY","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","CENTRAL","11","ÑEMBY","012","11012237","ADQUISICION","1445903837000","","false","11826022",
"2117","ACICLOVIR","MEDICAMENTO","673","INSTITUTO DE MEDICINA TROPICAL","HOSPITAL ESPECIALIZADO","SI","1445911209000","DIARIA","CAPITAL","18","ASUNCION","030","18030212","ADQUISICION","1445891849000","1445338468000","false","11830626",
"2117","ACICLOVIR","MEDICAMENTO","845","H.D.- DR. JUAN MANUEL FRUTOS","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","CAAGUAZU","05","JUAN MANUEL  FRUTOS","006","05006205","ADQUISICION","1442475284200","","false","11832207",
"2117","ACICLOVIR","MEDICAMENTO","496","H.D. - HERNANDARIAS","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","ALTO PARANA","10","HERNANDARIAS","005","10005202","ADQUISICION","1445873455100","","false","11829325",
"2117","ACICLOVIR","MEDICAMENTO","984","H.R. - SAN JUAN BAUTISTA","HOSPITAL REGIONAL","SI","1445911209000","DIARIA","MISIONES","08","SAN JUAN BAUTISTA","001","08001101","ADQUISICION","1445785908400","","false","11833113",
"2117","ACICLOVIR","MEDICAMENTO","499","","","SI","1445911209000","DIARIA","","","SANTA RITA","","","ADQUISICION","1443698467100","","false","11829681",
"2117","ACICLOVIR","MEDICAMENTO","846","H.D.- YHU","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","CAAGUAZU","05","YHU","011","05011208","ADQUISICION","1433115000362","","false","11832341",
"2117","ACICLOVIR","MEDICAMENTO","676","HOSPITAL LOMA PYTA - MATERNO INFANTIL","HOSPITAL MATERNO INFANTIL","SI","1445911209000","DIARIA","CAPITAL","18","ASUNCION","030","18030210","ADQUISICION","1445897741000","1445854499010","false","11831183",
"2117","ACICLOVIR","MEDICAMENTO","1330","SALTOS DEL GUAIRA","HOSPITAL REGIONAL","SI","1445911209000","DIARIA","CANINDEYU","14","SALTOS DEL GUAIRA","001","14001101","ADQUISICION","1445598167000","","false","11834456",
"2117","ACICLOVIR","MEDICAMENTO","1190","H.D.- YBYCUI","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","PARAGUARI","09","YBYCUI","016","09016220","ADQUISICION","1445869407200","","false","11833813",
"2117","ACICLOVIR","MEDICAMENTO","1194","","","SI","1445911209000","DIARIA","","","LA COLMENA","","","ADQUISICION","1445848409100","","false","11833967",
"2117","ACICLOVIR","MEDICAMENTO","983","H.D. SANTA ROSA","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","MISIONES","08","SANTA ROSA","007","08007203","ADQUISICION","1445881669000","","false","11832914",
"2117","ACICLOVIR","MEDICAMENTO","865","H.D. - EUSEBIO AYALA","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","CORDILLERA","03","EUSEBIO AYALA","007","03007203","ADQUISICION","1445423376800","","false","11832486",
"2117","ACICLOVIR","MEDICAMENTO","985","H.D.- SAN IGNACIO","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","MISIONES","08","SAN IGNACIO","003","08003202","ADQUISICION","1445524789300","","false","11833333",
"2117","ACICLOVIR","MEDICAMENTO","1226","H.D.- CARAPEGUA","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","PARAGUARI","09","CARAPEGUA","005","09005215","ADQUISICION","1445865232200","","false","11834096",
"2117","ACICLOVIR","MEDICAMENTO","1068","H.D. BELLA VISTA","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","AMAMBAY","13","BELLA VISTA","002","13002202","ADQUISICION","1445259992000","","false","11833539",
"2117","ACICLOVIR","MEDICAMENTO","1353","H.D. -  CURUGUATY","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","CANINDEYU","14","VILLA SAN ISIDRO CURUGUATY","003","14003201","ADQUISICION","1445876427000","","false","11834624",
"2117","ACICLOVIR","MEDICAMENTO","866","H.D. - ALTOS","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","CORDILLERA","03","ALTOS","002","03002211","ADQUISICION","1445860370000","","false","11832607",
"2118","ACICLOVIR","MEDICAMENTO","512","","","SI","1445911209000","DIARIA","","","VILLARRICA","","","ADQUISICION","1445770416300","","false","11830271",
"2118","ACICLOVIR","MEDICAMENTO","846","H.D.- YHU","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","CAAGUAZU","05","YHU","011","05011208","ADQUISICION","1425166200322","","false","11832342",
"2118","ACICLOVIR","MEDICAMENTO","409","H.D.- CAAGUAZU","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","CAAGUAZU","05","CAAGUAZU","002","05002201","ADQUISICION","","","false","11828601",
"2118","ACICLOVIR","MEDICAMENTO","866","H.D. - ALTOS","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","CORDILLERA","03","ALTOS","002","03002211","ADQUISICION","1445860370100","","false","11832608",
"2118","ACICLOVIR","MEDICAMENTO","394","H.D.- MINGA GUAZÚ","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","ALTO PARANA","10","MINGA GUAZU","011","10011201","ADQUISICION","","","false","11828254",
"2118","ACICLOVIR","MEDICAMENTO","1330","SALTOS DEL GUAIRA","HOSPITAL REGIONAL","SI","1445911209000","DIARIA","CANINDEYU","14","SALTOS DEL GUAIRA","001","14001101","ADQUISICION","1445003343000","","false","11834457",
"2118","ACICLOVIR","MEDICAMENTO","396","H.R. CORONEL OVIEDO","HOSPITAL REGIONAL","SI","1445911209000","DIARIA","CAAGUAZU","05","CORONEL  OVIEDO","001","05001101","ADQUISICION","","","false","11828394",
"2118","ACICLOVIR","MEDICAMENTO","845","H.D.- DR. JUAN MANUEL FRUTOS","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","CAAGUAZU","05","JUAN MANUEL  FRUTOS","006","05006205","ADQUISICION","1441700138100","","false","11832208",
"2118","ACICLOVIR","MEDICAMENTO","507","HMI- SAN PABLO","HOSPITAL MATERNO INFANTIL","SI","1445911209000","DIARIA","CAPITAL","18","ASUNCION","030","18030204","ADQUISICION","","1423494216000","false","11829804",
"2118","ACICLOVIR","MEDICAMENTO","1183","H.D.- QUIINDY","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","PARAGUARI","09","QUIINDY","010","09010218","ADQUISICION","1445863103000","","false","11833658",
"2118","ACICLOVIR","MEDICAMENTO","823","ARROYOS Y ESTEROS","CENTRO DE SALUD","SI","1445911209000","DIARIA","CORDILLERA","03","ARROYOS Y ESTEROS","003","03003201","ADQUISICION","","","false","11831954",
"2118","ACICLOVIR","MEDICAMENTO","274","H.D.- VILLA ELISA","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","CENTRAL","11","VILLA ELISA","015","11015228","ADQUISICION","","","false","11826221",
"2118","ACICLOVIR","MEDICAMENTO","844","H.D.-REPATRIACION","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","CAAGUAZU","05","REPATRIACION","007","05007206","ADQUISICION","1444299524000","","false","11832069",
"2118","ACICLOVIR","MEDICAMENTO","35","H.R.- CAAZAPA","HOSPITAL REGIONAL","SI","1445911209000","DIARIA","CAAZAPA","06","CAAZAPA","001","06001101","ADQUISICION","1445867049000","","false","11824344",
"2118","ACICLOVIR","MEDICAMENTO","392","H.R- CAACUPÉ","HOSPITAL REGIONAL","SI","1445911209000","DIARIA","CORDILLERA","03","CAACUPE","001","03001101","ADQUISICION","1445415166000","","false","11828070",
"2118","ACICLOVIR","MEDICAMENTO","295","HOSPITAL DEL CANCER","HOSPITAL ESPECIALIZADO","SI","1445911209000","DIARIA","CENTRAL","11","CAPIATA","002","11002226","ADQUISICION","","1445437135000","false","11826468",
"2118","ACICLOVIR","MEDICAMENTO","674","SANATORIO JUAN MAX BOETTNER","HOSPITAL ESPECIALIZADO","SI","1445911209000","DIARIA","CAPITAL","18","ASUNCION","030","18030213","ADQUISICION","1445620209000","1443633104000","false","11830821",
"2118","ACICLOVIR","MEDICAMENTO","236","H.D.- LAMBARE","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","CENTRAL","11","LAMBARE","007","11007205","ADQUISICION","","","false","11825316",
"2118","ACICLOVIR","MEDICAMENTO","510","H.D. - COLONIA INDEPENDENCIA","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","GUAIRA","04","INDEPENDENCIA","007","04007203","ADQUISICION","1445520712000","","false","11830154",
"2118","ACICLOVIR","MEDICAMENTO","325","HOSPITAL NACIONAL","HOSPITAL ESPECIALIZADO","SI","1445911209000","DIARIA","CENTRAL","11","ITAUGUA","006","11006245","ADQUISICION","1445509798200","","false","11826828",
"2118","ACICLOVIR","MEDICAMENTO","677","HMI- SANTISIMA TRINIDAD","HOSPITAL MATERNO INFANTIL","SI","1445911209000","DIARIA","CAPITAL","18","ASUNCION","030","18030203","ADQUISICION","","","false","11831407",
"2118","ACICLOVIR","MEDICAMENTO","246","H.R. - LUQUE","HOSPITAL REGIONAL","SI","1445911209000","DIARIA","CENTRAL","11","LUQUE","009","11009225","ADQUISICION","1445885099000","1443792783000","false","11825533",
